课程名称,学分
生物化学实验,1.5
生物化学实验,1.5
基础生物化学实验,1.5
细胞生物学实验,2
细胞生物学实验,2
细胞生物学实验,2
古代汉语,4
中国文学史（3）,4
会计学,3
会计学,3
遗传发育与精神神经疾病,1
市场营销学（B类）,3
色彩,3
色彩,3
比较政治经济学,3
动物解剖学,2
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
毛泽东思想和中国特色社会主义理论体系概论,3
毛泽东思想和中国特色社会主义理论体系概论,3
毛泽东思想和中国特色社会主义理论体系概论,3
毛泽东思想和中国特色社会主义理论体系概论,3
毛泽东思想和中国特色社会主义理论体系概论,3
毛泽东思想和中国特色社会主义理论体系概论,3
毛泽东思想和中国特色社会主义理论体系概论,3
电路与电子学,6
数据结构,4
数据结构,4
线性优化与凸优化,2.0
生物学实验（1）,4
生物化学,4
生物化学讨论课,2
计算机系统（1）,4
代数结构,3
学子讲坛（3）,2
形势与政策,0.5
物理化学实验,2
物理化学实验,2
物理化学实验,1.5
物理化学,3
物理化学（C类）,4
物理化学（C类）,4
物理化学（C类）,4
物理化学(A)(1),4
物理化学(B)(1),3
西方美术史,2
气味科学中的健康密码,2
国花、市花与文化,2
生命科学导论,2
地球生命,2
大学生健康导论,2
生命科学导论,2
随机模拟方法与应用,3
数学的天空,3
中国传统文化中的数学算法,2
马克思主义基本原理,3.0
科学技术史,2
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
工程经济学,2
消费者行为学（A）,2
宏观经济学（B类）,2
管理学,2
全球运营与管理,2
生物化学（D类）,3
生物化学（D类）实验,2
中医诊断学,7
推拿手法学（1）,3
推拿功法学（1）,1.5
理论力学（D类）,4.5
生命科学导论,2
马克思主义基本原理,3.0
马克思主义基本原理,3.0
马克思主义基本原理,3.0
基础工业工程,3
工程与社会,3
工程与社会,3
工程与社会,3
工程与社会,3
工程图学（1）,2
工程图学（1）,2
昭明《文选》讲读,2
中国现代诗歌导读,2
俄苏文学经典,2
《史记》选读,2
读书报告（一）（专业导师制活动）,1
中级有机化学,3
管理基础,2
数学史,3
中级有机化学实验,1
数理逻辑,3
有机化学（2）,4
物理化学(1),4
电子商务：创新与战略,2
会计学,3
会计学,3
法语泛读,3
大学物理（A类）（2）,4.0
法语听力（2）,3
法语听力（2）,3
大学物理（A类）（2）,4.0
新媒体广告策划与案例分析,3
新媒体产品管理,3
经济法,3
经济法,3
工程图学（1）,2
工程图学（1）,2
中医药与中华传统文化,2
积极心理学,3
创业管理,2
全球变化概论:原因和应对策略,1
走进神秘的番茄世界,2
现代农业与生态文明,1
植物嫁接理论与技术,1
都市现代农业工程,2
市场营销学（B类）,3
风险与社会保障,2
机器的征途：空天科技,2
推理与思维训练,2
老庄元典选读,3
组织文化研究,2
遗传学与社会,2
环境与健康,2
世界民族音乐鉴赏,2
交响音乐鉴赏,2
神话与创意,2
有机化学实验（1）,2
科研能力培养（1）,1
材料热力学,4
计算机硬件与软件原理,3
3D技术创新实践,2
动物解剖学实验,1
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
马克思主义基本原理,3.0
马克思主义基本原理,3.0
马克思主义基本原理,3.0
体育（5）,1
体育（5）,1
毛泽东思想和中国特色社会主义理论体系概论,3
毛泽东思想和中国特色社会主义理论体系概论,3
中外文学经典分析,2
文化产业学,2
文化管理学,3
中国经济专题调研,6
信息系统分析与设计,3
会展项目管理,2
认识实习与社会实践（经管类）,6
国际金融（B类）,2
马克思主义基本原理,3.0
商业模式设计与创新,2
项目管理,2
风险管理,2
货币金融学,2
工程经济学(F类),2
市场营销学（B类）,3
大学物理实验（2）,1
大学物理实验（2）,1
大学物理实验（2）,1
概率统计,3.0
危机与公共关系,2
概率统计,3.0
概率统计,3.0
材料加工智能化发展引论,1
土木建筑与可持续发展,2
海洋科学,2
普适数字学习,2
3S技术:遥感、导航与地理信息系统,1
反恐怖战略研究,2
音乐与音效,3
食品安全风险评估,3
食品经济与市场分析,3
食品分析,3
生命科学导论,2
信息素养与实践,2
历史视野下的美国文化,2
宇宙与人类,2
职业生涯发展与规划,2
职业生涯发展与规划,2
市场营销学（B类）,3
微生物海洋学与极端生命,2
创业基础,2
中国医疗保险制度的转型发展与创新,2
世界文化史,2
马克思哲学经典著作导读,2
食品安全学,3
材料力学（B类）,4
材料力学（B类）,4
创业机会识别,2
工程力学实验,1
工程力学实验,1
核能与环境,2
知识融合与创新设计,2
绝对零度的奇迹：超流与超导,2
经济学初阶：问题与趣味，方法与分析,2
热物理学的建立与演化,2
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
海洋学导论,2
海洋学导论,2
职业生涯发展与规划,2
职业生涯发展与规划,2
公司金融学,3
公司金融学,3
公司金融学,3
培训与开发,2
组织设计与发展,2
C++程序设计,3
统计学,3
精准医学与我们的健康,2
电子技术,3
材料与文明,2
力学仿生――启示与探索,2
建筑赏析,2
工程经济与管理,2
海洋可再生能源,2
中国文化史,3
建筑设计原理（上）,2
通俗音乐概论,3
音乐作品分析,3
作曲技术理论（1）,3
定价策略,2
中国文学批评史,3
文学概论,3
历史地理学概念,3
历史学的理论与方法,2
世界民族民间音乐,3
数字音乐制作,3
工程实践与科技创新I,2
台湾研究,2
环境与可持续发展,2
创新思维与现代设计,2
走进纳米科学,2
研究选题与论文写作,2
研究选题与论文写作,2
研究选题与论文写作,2
英语读写（3）,4
翻译概论,2.0
翻译概论,2.0
翻译概论,2.0
跨文化交际,2
物理研究实践I,1
强化物理（2）,4
电子技术,3
力学仿生――启示与探索,2
电子技术,3
中西乐理及其应用,2
中西乐理及其应用,2
交响音乐鉴赏,2
哲学与方法论,2
马克思主义基本原理,3.0
工程实践（电类）,2
工程实践（电类）,2
电化学能量储存与转换,1
电子废物-资源-环境,2
奇妙的低温世界,2
21世纪企业制造模式:精益生产,2
先进核能系统材料：挑战与展望,2
全球天然气发展与展望,1
能量转换――从瓦特蒸汽机到燃气轮机,2
智能材料结构系统与应用,2
神奇的流体：空气动力学基础理论及应用,2
工程力学实验,1
创业机会识别,2
创业机会识别,2
经济学,2
摄影与摄像,3
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
计算机辅助设计,3
开发性产品设计,3
表现技法,3
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
数学分析（A类）（3）,4
专业研讨课（1）,1
常微分方程与动力系统,3
体育（3）,1.0
体育（3）,1.0
人机工程学,2.0
国花、市花鉴赏,2
产品设计初步,3
营养、菌群与健康,1
大学物理（A类）（2）,4.0
日语视听说（M类）（2）,3
日语精读（M类）（4）,6
金融工程学,3
中西乐理及其应用,2
大学语文,2
交响音乐鉴赏,2
美国的文化与历史,2
中西乐理及其应用,2
国际服务贸易,2
税务学（A类）,3
证券投资分析,2
商业统计分析和数据挖掘,2
植物与生活,2
家庭园艺与兴趣实践,1
现代心理学,2
食品营养与健康,2
影视艺术学,2
统计学,3
统计学,3
环境修复与人类健康,2
英语精读（2）,3
脑的奥秘与精神健康,2
金融学,3
战略财务管理,2
管理会计,2
消费者行为,2
电子商务（B类）,2
英语实用写作（1）,2
英语文学经典选读,2
基础德语（3）,8
大学物理（B类）（2）,3
大学物理（B类）（2）,3
大学物理（B类）（2）,3
生物化学（E类）,5
生物学导论实验,1
英语视听说（2）,3
英语视听说（2）,3
语言学概论,2
科技翻译,3
高级德语（2）,3
德语视听说（4）,3
概率统计,3.0
概率统计,3.0
财务管理,3
市场营销学（B类）,3
国际贸易实务,3
国际贸易实务,3
国际贸易实务,3
交响音乐鉴赏,2
交响音乐鉴赏,2
运筹学,3
概率统计,3.0
人造器官与再生医学,1
经济法,3
治理之善：公共行政热点解析,2
中俄关系的演变与展望,3
政治的边界与逻辑,2
公共危机中的化学,2
清洁能源技术：原理与应用,2
人与环境,3
人与环境,3
形象思维与工程语言,2
脑与机器人,2
大学使命与大学文化,2
科学技术史,2
“UTJS”体验式教育:大学生演讲与沟通训练,2
“UTJS”体验式教育――大学生演讲与沟通技能训练,1
&quot;UTJS&quot;体验式教育－－大学生团队沟通与合作技能,1
&quot;UTJS&quot;体验式教育－－大学生团队沟通与合作技能,1
中国现代文学与电影,3
中国经典诗词与中华文化诠释,2
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
运筹学,3
强化物理（2）,4
物理实验（2）,3
物理实验（2）,3
大学物理（B类）（2）,3
大学物理（B类）（2）,3
工程问题建模与仿真,2
人体解剖生理学,2
药学文献检索,2
大学物理（荣誉）（2）,4
大学物理（荣誉）（2）,4
大学物理（荣誉）（2）,4
毛泽东思想和中国特色社会主义理论体系概论,3
新船型研究与探索,2
数据结构B,2
美国的文化与历史,2
德语写作,3
基础德语（2）,6
德语视听说（2）,3
日语精读（M类）（2）,6
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
专业实习（传播学）（2）,1
模型制作,3.0
专题设计（2）,1.0
计算机辅助设计（1）,2.0
产品设计（1）,3.0
产品设计工程学,2
电影大师研究,2
大学物理（A类）（2）,4.0
大学物理（A类）（2）,4.0
概率统计,3.0
功能氧化物材料制备及晶体生长科学,2
运筹学（C类）,3
运筹学（C类）,3
运筹学（C类）,3
概率统计,3.0
中级微观经济学,4
货币金融学,2
金融工程学,3
商业银行经营管理,3
商业银行经营管理,3
人力资源管理,3
数据结构B,2
数据结构C,2
体育（3）,1.0
体育（3）,1.0
程序设计与数据结构,2
体育（3）,1.0
英语短篇故事赏析,2
古汉语选读,2
日语二外（1）,4
德语二外（1）,4
法语二外（1）,4
英语实用写作（1）,2
智能图像处理应用,2
书法艺术,2
篆刻艺术,2
素描,2
人力资源管理,3
人力资源管理,3
经济法,3
战略管理,2
侵权法,3
宏观经济学,3
公共组织行为学,3
现代政府原理,3
非政府非营利组织,3
统计学原理,3
管理学原理（D类）,3
管理心理学,3
管理心理学,3
技术创新管理,2
国际经济学（1）,3
中级微观经济学,4
展示与专卖设计,3.0
包装设计（2）,6.0
计算机系统基础（1）,5
软件工程创新实践基础,2
中国新闻解读与中国问题研究,2
时政评论,2
无人驾驶算法开发,3
初识腾讯云计算,1
Maya高精数字艺术建模,2
形势与政策,0.5
中国近现代史纲要,3
中国近现代史纲要,3
法语写作（1）,2
法语写作（1）,2
法语写作（1）,2
高等电磁学,4
工程物理与化学基础（1）,4
公司金融,3
大学英语（3）,2
中国近现代史纲要,3
中国近现代史纲要,3
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
复分析,3
大学物理实验（2）,1
中国近现代史纲要,3
中国近现代史纲要,3
中国近现代史纲要,3
中国近现代史纲要,3
大学英语（4）,3.0
大学英语（4）,3.0
数据结构与算法,2
核心阅读II（X）,3
大学物理（A类）（2）,4.0
核心阅读II（X）,3
大学英语（3）,3.0
预科英语（1）,4
大学语文,4
预科数学（1）,6
民族理论与民族政策,2
计算机基础（1）,4
预科物理（1）,4
有限域与密码学概论,2
信号处理,4.5
程序设计语言理论与算法,4
泛函分析与偏微分方程,3
工程流体动力学与传热,4
世界能源问题与新能源技术,2
连续介质与结构力学,4
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（1）,1.0
大学英语（3）,3.0
体育（3）,1.0
材料热力学,4
电路理论,3
材料力学（B类）,4
人文社科与经管（1）,2
计算机体系结构与网络,5.5
汉语综合课（1）,8
汉语听力（1）,4
初级汉语口语（1）,4
普通话正音,2
汉语阅读（1）,4
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
大学化学,2.0
大学化学,2.0
大学化学,2.0
大学化学,2.0
大学化学,2.0
大学化学,2.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
医用有机化学(C类),3.5
工程优化,4
大学英语（3）,3.0
大学英语（3）,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
中外文学史,2
科学思想背后的“小”故事（1）,1
物理学引论（A类）（1）,5
物理实验导论,2
大学英语（1）,3
大学英语（1）,3
工程实践,3
工程实践,3
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
新媒体导论,2
影视艺术导论,3
影视精品赏析（1-1）,2
摄影基础（B类）,3
传播学导论（A类）,2
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
线性代数（B类）,3.0
无机与分析化学,4
无机与分析化学,4
大学英语（2）,3
大学英语（2）,3
大学英语（2）,3
大学英语（2）,3
大学英语（3）,2
大学英语（3）,2
大学英语（3）,2
容器设计,2.0
大学物理（A类）（1）,4.0
军事理论,1.0
计算机科学导论,4
程序设计(A类),5
程序设计(B类),5
问题求解实践(1),4
学子讲坛（1）,2
美术基础(1),4
设计基础（1）,8
建筑学概论,2
大学英语（1）,3
大学英语（1）,3
高等数学（A）（2）,4.0
高等数学（B类）（2）,4
C++程序设计（A类）,3
嵌入式系统原理与实验（A类）,4
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
线性代数（B类）,3.0
线性代数（B类）,3.0
大学化学实验,1
线性代数（B类）,3.0
线性代数（B类）,3.0
线性代数（B类）,3.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
宪法（A类）,3
泛函分析与偏微分方程,3
工程流体动力学与传热,4
世界能源问题与新能源技术,2
连续介质与结构力学,4
材料科学基础,2
电动力学,4
工程师文化（3）,2
工程师文化（1）,2
无机与分析化学,4
数学分析（荣誉）（1）,5
材料美学,2
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
线性代数（荣誉）,3
机械工程实践项目,2
C程序与算法分析,2
泛函分析,4
大学英语（2）,3
出国实用英语,2
出国实用英语,2
出国实用英语,2
出国实用英语,2
大学英语（3）,3.0
军事理论,1.0
医用基础化学(C类),3.5
力学,3
无机与分析化学,4
无机与分析化学实验,2
无机与分析化学实验,2
无机与分析化学实验,2
力学,3
热学,2
物理学实验导论,2
物理学实验导论,2
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
程序设计思想与方法（C++）,3.0
C语言程序设计,3
军事理论,1.0
无机与分析化学实验,2
无机与分析化学实验,2
无机与分析化学实验,2
程序设计思想与方法（C++）,3.0
医用物理学（B类）,2.5
医用物理学（A类）,4
医用物理学（A类）,4
医用物理学（A类）,4
医用物理学（A类）实验,1.5
医用物理学（A类）实验,1.5
大学物理（D类）（1）,2
大学物理（D类）（1）,2
生命科学导论实验（A类）,1
大学化学（荣誉）,3
大学化学（荣誉）,3
大学化学（荣誉）,3
大学化学实验,1
大学化学实验,1
心理与行为,2
管理学原理（D类）,3
管理学原理（D类）,3
管理学原理（D类）,3
管理学原理（D类）,3
大学英语（2）,3
大学英语（2）,3
大学英语（2）,3
大学英语（2）,3
大学英语（2）,3
大学英语（2）,3
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
中国医学史,2.5
医古文,5
形势与政策,0.5
形势与政策,0.5
大学英语（3）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
大学化学实验,1
军事理论,1.0
军事理论,1.0
C语言程序设计,3
C语言程序设计,3
计算导论,4
离散数学（A类）,3
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
大学英语（3）,3.0
经济与法律,2
初级法语语法（1）,6
土壤与植物营养学,2
形势与政策,0.5
大学英语（2）,3
大学英语（2）,3
大学英语（4）,3.0
大学英语（2）,3
大学英语（2）,3
军事理论,1.0
军事理论,1.0
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
思想道德修养与法律基础,3.0
体育（3）,1.0
电工与电子技术（A类）,2.5
大学英语（3）,3.0
高等数学IV,6
中级法语语法（1）,2
中级法语语法（1）,2
中级法语语法（1）,2
中级法语语法（1）,2
中级综合法语（1）,4
中级综合法语（1）,4
中级综合法语（1）,4
中国近现代史纲要,3
中国近现代史纲要,3
中国近现代史纲要,3
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
军事理论,1.0
中级综合法语（1）,4
中级法汉互译,2
中级法汉互译,2
实用法语听说（1）,2
实用法语听说（1）,2
实用法语听说（1）,2
实用法语听说（1）,2
汉语五（下）,2
管理学基础,3
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
程序设计思想与方法（C++）,3.0
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
无机与分析化学,4
无机与分析化学,4
专业导论（数、理、统、天）,1
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
综合英语（A类）（1）,4
法语写作（1）,2
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
思想道德修养与法律基础,3.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
数学分析（荣誉）（1）,5
线性代数（荣誉）,3
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
高级汉语精读（1）,4
大学英语（1）,3
微积分基础,3
班轮运营管理与实务,2
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
体育（3）,1.0
体育（3）,1.0
初级法语语法（1）,6
初级综合法语（1）-A,6
初级综合法语（1）-A,6
初级综合法语（1）-A,6
初级综合法语（1）-B,3
工程师科技基础,4
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
中国文化概要,3
中国文化概要,3
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
线性代数（B类）,3.0
线性代数（B类）,3.0
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
大学物理（A类）（2）,4.0
大学英语（3）,3.0
体育（3）,1.0
快速无人机原型设计,2
媒介经营管理,2
思想政治与通识教育（1）,1
线性代数（B类）,3.0
计算机网络（A类）,2
形势与政策,0.5
金工实习（1）,1
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
大学物理（荣誉）（2）,4
新闻法规与伦理,3
新闻摄影与摄像,3
桥牌与博弈论,3
大学英语（3）,3.0
大学英语（4）,3.0
大学英语（4）,3.0
材料科学基础,2
机械工程实践项目,2
电磁学原理,3
液相物理化学,3
C程序与算法分析,2
泛函分析,4
线性代数,4
微分几何,4
高等数学III,6
高等数学（A）（1）,6.0
中国近现代史纲要,3
体育（3）,1.0
体育（3）,1.0
物理学引论（A类）（2）,5
物理学引论（A类）（2）,5
中国近现代史纲要,3
中国近现代史纲要,3
中国近现代史纲要,3
中国近现代史纲要,3
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
实变函数,4
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
高等数学（A）（1）,6.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
大学英语（4）,3.0
大学英语（4）,3.0
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
电视新闻报道,3
影视剪辑,3
影视精品赏析（1－3）,2
数字信号处理（AI）,3
文化艺术英语,4
人工智能理论及应用,4
机器学习与知识发现,3
大学英语（4）,3.0
大学英语（4）,3.0
大学英语（4）,3.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
军事理论,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
大学英语（4）,3.0
大学英语（4）,3.0
大学英语（4）,3.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
人文社科与经管（2）,2
线性代数（B类）,3.0
初等数论,3
数学分析（D类）（2）,3
大学英语（2）,3
大学英语（2）,3
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
军事理论,1.0
军事理论,1.0
专业讨论课,2
化学原理,3
商务法语（1）,2
商务法语（1）,2
商务法语（1）,2
英语科技文献分析与写作,2
英语科技文献分析与写作,2
英语科技文献分析与写作,2
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
生物学导论（微观生物学）,4
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
化学原理与分析实验,2
化学原理实验,3
分析化学（1）,1.5
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
计算机科学导论,3
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
军事理论,1.0
造型与表达,2
体育（3）,1.0
会计学,3
会计学,3
素描（1）,4.0
工业设计史,1.0
专题设计（1）,1.0
设计概论,2.0
素描（1）,4.0
色彩（Ⅰ）,4.0
设计概论,2.0
设计基础（A类）（1）,3.0
平面构成,3.0
创新思维与现代设计（荣誉）,2
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
大学英语（1）,3
