课程名称,学分
大学英语（1）,3
大学英语（1）,3
大学化学,2.0
大学化学,2.0
大学化学,2.0
大学化学,2.0
大学化学,2.0
体育（1）,1.0
大学英语（3）,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
工程学导论,3.0
民法总论,3
法学导论,2
体育（1）,1.0
生物学导论讨论课（1）,2
生物学导论讨论课（1）,2
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
大学英语（1）,3
大学英语（1）,3
大学英语（2）,3
大学英语（2）,3
中国法制史,2
中国文化史,2
新闻学导论（A类）,2
生命科学导论实验（A类）,1
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
形势与政策,0.5
体育（1）,1.0
大学物理（B类）（1）,3
形势与政策,0.5
形势与政策,0.5
自然科学基础,2
自然科学基础,2
等离子体物理,3
德语（5）,2
数码图文编辑与版式设计,3
新闻解读,2
大学应用写作（A类）,3
人际传播,2
线性代数,4
微分几何,4
电磁学原理,3
大学化学实验,1
程序设计思想与方法（荣誉）（C++）,3
程序设计思想与方法（荣誉）（C++）,3
大学英语（1）,3
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（3）,3.0
大学英语（2）,3
大学英语（2）,3
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学化学实验,1
大学英语（2）,3
大学英语（2）,3
大学英语（2）,3
程序设计思想与方法（C++）,3.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
体育（3）,1.0
大学英语（3）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
程序设计思想与方法（C++）,3.0
生命科学导论实验（A类）,1
生物学概论,3
生命科学进展,2
普通生物学,2
普通生物学,2
读书报告（一）（前期导师制活动）,1
人文教授讲堂,2
中国现代文学史,3
中国文学史（1）,4
西方文学史（1）,3
东西方文化概论,2
心理与行为,2
心理与行为,2
心理与行为,2
大学英语（3）,3.0
大学英语（3）,3.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
心理与行为,2
线性代数（B类）,3.0
线性代数（B类）,3.0
线性代数（B类）,3.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
英语写作（M类）（2）,2
农业有害生物防控的基因设计,2
大学化学实验,1
大学医科数学（C类）,4
大学医科数学（C类）,4
数学分析（荣誉）（1）,6
微积分基础,3
微积分基础,3
微积分基础,3
数学分析（A类）（1）,5
形势与政策,0.5
形势与政策,0.5
线性代数（B类）,3.0
走进海洋,2
体育（3）,1.0
体育（3）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
体育（1）,1.0
初级汉语精读（1）,8
初级汉语口语（1）,8
初级汉语听力（1）,4
弹性力学,3
汉语三（下）,2
汉语五（上）,2
体育（5）,1
大学物理实验（2）,1
汉语写作（A类）（1）,2.0
汉语写作（A类）（1）,2.0
船舶原理（1－静力学与阻力）,3
船舶原理（1－静力学与阻力）,3
管理学基础,3
计算机系统工程,4
城市规划原理,2
人工智能,4
毕业论文绪论,1
近代物理（电子类）,2
应用生物信息学,2
近代物理（电子类）,2
生物信息学（C类）,3
计算结构生物学,2
光电子学基础,3
图像处理与内容分析,2
计算通信理论,2
质量控制与质量管理,3
细胞生物学实验,1
生物质能源转化与利用,3
太阳能热利用原理与技术,3
生态规划设计原理,2
算法设计与分析,4
计算机网络（D类）,3
建筑结构（1）,2
云计算技术,3
智能电网,3
混凝土结构原理,4
计算机图形学,3
工程材料与焊接基础,3
传热学（B类）,2.5
热工测试技术,2.5
辐射测量与防护,2
核反应堆物理,3
生产计划与控制,4
生产实习（软件工程）,16
日汉互译（2）,2
日本近现代文学欣赏（2）,2
日语视听说（4）,2
日语泛读（3）,2
日语语法,2
日语写作（2）,2
日语精读（5）,6
综合英语,4
德语词汇学,2
高级德语（3）,4
德语高级口译,2
德国经济,2
跨文化交际学,2
公共部门绩效管理,3
政府规制,2
西方现代文艺思潮,2
读书报告（三）（专业导师制活动）,1
核工程管理,2
核工程课程设计,3
动力机械强度与分析,3
钢结构设计,2
混凝土结构课程设计,2
隧道与地下工程,2
动物病理学,2
动物生物技术,2
综合英语,4
汉语写作（A类）（1）,2.0
中文报刊阅读,2
中文报刊阅读,2
基础法语（2）,9
环境数学模型,2
体育（5）,1
体育（5）,1
体育（5）,1
体育（5）,1
体育（5）,1
体育（5）,1
大学物理实验（2）,1
大学物理实验（2）,1
大学物理实验（2）,1
应用电化学,2
材料制造数字化技术基础,4
材料连接过程控制,2
经贸口语（1）,2
无机合成,2
经贸口语（1）,2
配位化学,2
材料加工工艺和设备,4
高分子物理,2
金属有机化学,2
有机合成,2
固体化学,2
现代分析方法,2
现代电化学,2
仪器分析实验,1.5
物理化学（3）,3
科研能力培养（5）,2
经贸写作,2
经贸写作,2
经贸写作,2
商务汉语综合（1）,4
商务汉语综合（1）,4
汉语阅读(1),2
中国现代文学,2
中国现当代文学,2
中国经济与政治,2
数理金融,3
微生物资源与利用,2
多元统计,3
代数数论,2
编码与密码,2
科学计算选讲,2
基因工程实验,1
基因工程（B类）,2
偏微分方程,4
数学规划,3
环境工程学,3
环境科学综合实验,1.5
翻译理论与实践,2
英语报刊阅读,2
商务英语实践,2
商务英语实践,2
研究方法与论文写作,2
研究方法与论文写作,2
英汉翻译（1）,2.0
工程项目管理,2
国际集装箱多式联运课程设计,1
智能运输系统,2
管理信息系统,2
毕业实习,1
工程实践与科技创新Ⅱ-A,2
工程实践与科技创新Ⅱ-B,2
电路系统综合,3
电路系统综合,3
会计学,2
数理方法,3.0
基本电路实验,2
基本电路实验,2
基本电路实验,2
电路系统综合实验,2
广告摄影,2
景观规划设计理论与方法,3.0
室内设计（3）,6.0
景观设计（1）,6.0
品牌文化设计,6.0
环境生物化学,2
环境微生物学,3
设计素描,2
大学物理实验（2）,1
材料结构,4
材料力学行为,3
材料综合实验（1）,2
材料综合实验（1）,2
材料工程导论,2
材料性能（1－力学性能）,2
材料性能（1－力学性能）,2
半导体物理,3
物理研究实践V,1
专业实习(核工程与核科学),6
物理研究实践III,1
工程项目管理（材料）,2
卓越工程师计划课程设计,2
复合材料制备科学,3
复合材料结构、性能与表征,3
塑性成形技术及其工艺解析,2
现代模具数字化设计与制造技术,2
塑性成形设备及自动化,2
半导体物理,3
燃烧学,3
电力电子技术基础,3
发动机设计,3
大学物理实验（2）,1
大学物理实验（2）,1
大学物理实验（2）,1
大学物理实验（2）,1
基本电路理论,4.0
基本电路理论,4.0
基本电路理论,4.0
数字电子技术,3
数字电子技术,3
数字电子技术,3
基本电路实验,2
基本电路实验,2
通用英语(2A),5
公共部门人力资源管理,3
领导科学与艺术,2
公共管理名著选读,3
博弈论,2
大数据分析,3
可靠性设计,2
测试原理与技术,3
测试原理与技术,3
测试原理与技术,3
测试原理与技术,3
测试原理与技术,3
测试原理与技术,3
通用英语(2B),5
中国概况（B类）,2
中国概况（B类）,2
工程流体力学（A类）,3
功能基因组学,2
生物化学（D类）实验,2
代谢工程,2
光电子集成技术与工艺,2
专业实习（法学）,12
合同法,2
竞争法,2
保险法,2
劳动和社会保障法,2
环境资源保护法,2
国际经济法,2
公司法,2
交互设计技术基础,3.0
测试原理与技术,3
海洋结构物动力学,2
电力系统潮流计算机分析,2
电力系统潮流计算机分析,2
细胞生物学（B类）,3
科学研究与创新实践,6
化学生物学基础,2
操作系统课程设计,2
计算机处理器与系统,3
微纳电子系统综合设计-I,3
文化经济学,3
文化消费学概论,2
中国现代文化思潮概论,3
文化商务写作,2
光电子学基础,3
电力系统优化运行与市场化,2
机械与动力综合实验I-A,3
通信原理与实验,5
当代建筑与思潮,2
工程地质,2
经济学原理（A类）,4
经济学原理（A类）,4
热力学与统计物理,4
热力学与统计物理,4
光电子信息导论,3
凝聚态物理学,3
核物理和粒子物理导论,3
量子力学II,3
量子力学II,3
材料连接工程学课程设计,2
药物设计与开发Ⅱ（生物药）,2
药剂学实验,1
机械与动力综合实验I-A,3
通信原理与实验,5
通信原理与实验,5
通信原理与实验,5
通信原理与实验,5
继电保护课程设计,2
继电保护课程设计,2
变电站电气部分课程设计,2
航天器控制,3
生药学,2
药事管理,2
卫星导航,3
先进核能系统,2
汉语视听（1）,4.0
中级汉语口语（1）,4.0
中级汉语口语（1）,4.0
中级汉语口语（1）,4.0
通用英语(1A),5
通用英语(1B),5
体育（5）,1
体育（5）,1
体育（5）,1
飞行力学,3
数字信号处理（D类）,3
生物化学,3
集装箱与国际多式联运,2
建筑文化,2
园林工程学,3
环境资源与植物保护综合实验,3
食品营养与功能,2
生物统计与试验设计,2.5
系统模型、分析与控制(A类),4
系统模型、分析与控制(A类),4
系统模型、分析与控制(A类),4
系统模型、分析与控制(A类),4
园林生态综合实验,1.5
工程实践与科技创新Ⅲ-A（卓工）,2
中国园林与戏曲,2
二十世纪中国文学思潮,2
电工与电子技术（B类）,3
工程实践与科技创新Ⅲ-A,2
光纤通信概论,2
光纤通信概论,2
模式识别导论,2
自动化仪表,2
高级财务会计,2
审计学,3
电子商务（B类）,2
管理学原理（B类）,2
市场营销学（B类）,3
系统模型、分析与控制(A类),4
细胞生物学实验,1
细胞生物学实验,1
并行与分布式程序设计,3
计算复杂性,3
家具设计,3.0
土木工程应用软件,2
数字图像处理,3
结构试验,2
计算理论,3
运动控制系统,3
设计与制造Ⅱ,4
设计与制造Ⅱ,4
设计与制造Ⅱ,4
设计与制造Ⅱ,4
设计与制造Ⅱ,4
媒介经营与管理,3
数字信号处理,3
模拟集成电路设计,4
操作系统（E类）,3
文化创意与策划,3
文化研究概论,3
算法原理,3.0
计算机网络,3
单片机系统设计,3
船舶动力装置故障诊断及可靠性,2
单片机系统设计,3
电网数字化保护控制技术及应用,2
系统模型、分析与控制(A类),4
系统模型、分析与控制(A类),4
生物统计与试验设计,2.5
系统模型、分析与控制(A类),4
分子生物学,3
系统模型、分析与控制(A类),4
园林植物综合实验,1.5
药理学,3
设计与制造Ⅱ,4
设计与制造Ⅱ,4
船舶结构力学,4
微波技术,3
船舶结构力学,4
微波技术,3
园林植物综合实验,1.5
电工与电子技术（B类）实验,1.5
中国佛教,2
流体力学（C类）（2）,3
工程力学,4
弹性理论（1）,2.5
精密仪器设计（1）,4
静态测试原理与工程应用,3
测试与控制电路,2
船舶动力数字测控技术,2
测试原理与技术,3
电网数字化保护控制技术及应用,2
分子生物学（F类）,4
计算通信理论,2
动力工程,3
微波技术,3
工程热力学,3
海洋工程环境学,2
植物生理学实验,1.0
植物生理学,2.0
植物育种学,2
新能源系统及其应用,3
控制理论,4
建筑能源管理与控制,3
燃料电池技术,3
日语口译（1）,2
激光原理与技术,2
网络安全导论,2
视觉定位与感知,2
空时无线信道导论,2
细胞生物学（B类）,3
感性工学,3.0
专题设计（4）,1.0
产品设计（2）,5.0
交通工具设计基础,3.0
交通工具设计,5.0
光电检测技术,2
法学前沿讲座,2
国际金融法,2
智能仪器课程设计,1
金融法,2
模拟法庭,1
法律诊所,2
计算化学理论与实践,1.5
电力系统优化运行与市场化,2
振动理论,3
建筑设备概论,2
工程事故分析和处理,2
交通工程基础,2
国际海事政策与法规,2
物流与供应链管理,2
介质工程与光纤技术,2
纳米工程导论,1
材料化工导论,1
文献检索,1
应用催化,2
化工专业实验,4
分离工程,2
化学工程前沿专题,1
物理化学(A)(3),3
高分子化学,4.0
高分子物理,4
生物无机化学,2
自动控制原理（B类）,3
日语精读（7）,4
人工智能（B类）,3
数据库技术,3.0
互联网信息抽取技术,3
土力学与基础工程,4
工程材料性能和选用,4
材料物理,4
计算机辅助手术与治疗技术,2
生物信息学导论与方法,2
磁共振成像原理及应用,2
固体力学与结构,3
算法与数据结构（A类）,3
空气动力学（2）,3
数据库原理,3
道路工程,2
数字图像处理,3
防灾工程学导论,2
结构力学（B类）（2）,2
核燃料循环,2
设计与制造Ⅱ,4
设计与制造Ⅱ,4
设计与制造Ⅱ,4
金融工程,2
设计与制造Ⅱ,4
先进制造技术,2
决策理论与方法,2
设计与制造Ⅱ,4
微波技术,3
船舶贸易与经营,2
自动控制原理B,3
自动控制原理B,3
自动控制原理B,3
自动控制原理B,3
自动控制原理B,3
电磁场,2
通信原理（B类）,2
通信原理（B类）,2
科技实习与创新－生物工程（2）,1
信息系统安全评估,2
信息内容安全的理论与应用,2
网络安全防御技术,2
电机学,4
电机学,4
电机学,4
解剖与生理（1）,2
广告创意设计,2
金属材料强韧化及组织调控,3
复合材料设计原理,2
论文写作,2
古代汉语（2）,2
论文写作,2
论文写作,2
论文写作,2
深度学习及应用,2
控制系统仿真,2
传热学,3
电机学,4
数字信号处理（B类）,2
数字信号处理（B类）,2
系统模型、分析与控制(B类),3
植物育种学原理,3
植物保护概论,2.0
机械设计基础,3
机械设计基础,3
机械设计基础,3
机械设计基础,3
机械设计基础,3
机械设计基础,3
船舶与海洋工程自主创新实验,3
JAVA语言,2
操作系统（A类）,2
线性规划与非线性规划,2
倒立摆系统课程设计,1
运动控制系统课程设计,1
数据库原理与应用,2
燃气轮机与汽轮机,3
风景写生（A类）,3
风景写生（A类）,3
电力系统基础,4
风景园林规划设计（1）,3
电力电子技术,4
风景园林规划设计（1）,3
基坑工程课程设计,2
建设法规,1
明清小说研究,2
中国商务文化,2
中国商务文化,2
汉语写作（B类）（3）,2
中国古代文学（1）,2
现代汉语（B类）（1）,4
化工原理基础实验,1.5
现代汉语（B类）（1）,4
化工原理基础实验,1.5
高分子材料基础,2
现代汉语（B类）（1）,4
药物研发实验,2
电力电子技术,3
数字图像处理基础,2
计算方法,2.0
密码学与信息安全基础,3
密码学与信息安全基础,3
信息论与编码技术,2
计算机网络（D类）,3
计算机网络（D类）,3
建设法规,1
材料制造数字化技术基础,4
应用电化学,3
金属材料科学课程设计,2
材料物理,4
材料物理,4
复合材料课程设计,2
材料物理,4
数字图像处理基础,2
机器人学,2
量子力学II,4
钢筋混凝土结构,3
数据库（C类）,2
软件工程（C类）,2
计算机通讯与网络,2
设施园艺学,2
草坪学,2
植物生产综合实验,2
船舶与海洋工程自主创新实验,3
船舶与海洋工程自主创新实验,3
科研能力培养（3）,2
临床药学,2
生物反应与过程工程,2
复变函数续论（A）,2
微分流形,3
药物合成反应,2
药物结构解析,2
船舶原理与结构,3
船舶原理与结构,3.5
园艺植物发育生物学,2
能源材料,3
结构分析导论,3
仪器分析实验（A类）,1.5
噪声污染控制课程设计,2
固体废弃物处理与处置课程设计,2
机械动力学与振动学,3
工程实践与科技创新Ⅳ-F,2
工程实践与科技创新Ⅳ-F,2
自然语言处理,3
工程实践与科技创新Ⅲ-D,2
网络优化,3
计算机视觉,3
设计与制造Ⅱ,4
动物生物技术科技创新（1）,3
饲料兽药检测,3
毕业设计（论文）（信工）上,6
毕业设计（论文）（电科）上,6
大数据分析,2
工程材料,3
工程材料,3
数字信号处理,3
机械动力学与振动学,3
工程材料,3
船舶与海洋工程结构设计,3
工程材料,3
机械动力学与振动学,3
工程材料,3
机械动力学与振动学,3
材料连接质量检测与评估,2
中国民俗,2
中国民俗,2
科学研究实践,10
化工过程控制,2
当代话题,2
化工热力学,3
金融汉语综合（1）,4
问题求解指导(1),4
自动控制原理A,4
自动控制原理A,4
生物学实验（3）,4
医学仪器课程设计,2
细胞生物学讨论课,2
项目管理,2
生产系统建模与仿真,2
产品工程,3
物流与供应链,3
人因工程,3
光纤通信概论,2
随机过程,4
热力学与统计物理,4
物理研究实践III,1
激光等离子体物理,2
编译原理（C类）,3
数字系统设计,3
数字信号处理（E类）,3
信息论与编码,2
信息安全的数学基础（2）,3
信息安全科技创新,2
计算机通信网络(A类),3
计算流体力学基础,3
计算机通信网络(A类),3
专业前沿与特色,2
细胞生物学,4
高分子流变学,2
无机合成,2
高分子化学,2
交通实验与计算机应用,3
海洋工程环境载荷与水动力性能,2
高性能船理论,2
工程材料,3
机械动力学与振动学,3
工程材料,3
船舶设计原理,4
机械动力学与振动学,3
数字信号处理,3
工程材料,3
工程材料,3
机器学习,2
企业软件过程与管理,1
视频编码与通信,3
视频编码与通信,3
半导体物理与器件,2
半导体物理与器件,2
动物营养学,2
动物繁殖学,2
动物免疫学,2
算法设计与分析,3
数理逻辑,3
生物信息学综合实验,2
生物工程单元操作原理（2）,2
园林建筑构造,1
电机的DSP控制课程设计,2
高压数字测量系统课程设计,2
工程实践与科技创新Ⅱ-A,2
俄苏文化读本,2
跨文化传播实务,2
现代图学,4
电子材料与电子制造,2
材料制造数字化技术基础,4
化工原理(下),4
经贸口语（1）,2
生物工程综合实验,2
生物技术综合实验,2
生物材料综合实验,2
生物医学信号处理综合实验,2
生物医学光子学,2
近代显微学-仪器原理与生物应用,2
电力电子技术基础,3
天然药物实验1,1.5
仪器分析实验（A类）,1.5
仪器分析实验（A类）,1.5
高分子化学与物理,3
半导体材料与器件,2
复合材料,3
生物医用材料,3
材料建模与计算,3
数据结构B,2
科技实习与创新－生物技术（2）,1
科技实习与创新－生物信息学（2）,1
系统设计中的人为因素,2
计算机视觉,3
计算复杂性,3
系统设计中的人为因素,2
实验室实践（1）,3
蛋白质与酶工程,2
应用流体力学,2
大型工程软件应用,3
流体力学（土木）,2
工程流体力学（A类）,3
工程流体力学（A类）,3
工程流体力学（A类）,3
工程流体力学（A类）,3
工程流体力学（A类）,3
新闻与传播系列前沿讲座（高端讲座）,3
互联网与新媒体发展案例研究,2
传播批判理论,2
计算机安全,3
中国文化概论,4
中国简史,2
电力电子技术基础,3
电气工程基础（1）,4
电气工程基础（1）,4
电气工程基础（1）,4
系统软件课程设计,2
Internet安全协议与分析,2
人工智能导论（A类）,2
光纤通信概论,2
光纤通信概论,2
机器学习,2
企业软件质量保证,1
德国企业经营管理,2
德语文学专题,2
农业生态学,2
模拟国际会议活动,2
高级德语（1）,6
德语高级视听说（1）,2
植物保护学,3
德语报刊阅读,2
德汉互译（笔译）,2
环境监测与环境影响评价,3
德语国家国情学,2
经贸德语,2
电力电子技术基础,3
航空人为因素,3
适航管理与符合性验证,3
货币银行学（C类）,2
热处理与智能化,3
偏微分方程,4
微分几何,4
专业研讨课（3）,1
随机过程,3
数字信号处理（A类）,2
图与网络,3
模式识别导论,2
德语文学导论,2
无损检测,2
时尚与品牌设计（一）,3.0
时尚与品牌设计（二）,3.0
跨媒体综合设计（一）,4.0
跨媒体综合设计（二）,4.0
公共项目管理,2
可持续能源,2
现代汉语（B类）（1）,4
材料连接原理与工艺,3
化工原理实验(上),2
中国概况（B类）,2
创意美学实践,2.0
外国古代建筑史,2
建筑设计及原理（2-1）,8
室内设计原理,2
建筑物理,4
建筑构造（2）,2
中外影视精品分析,2
时间序列分析,3
汽车电器与电子技术,3
船舶可靠性,2
机械与动力综合实验I-A,3
机械与动力综合实验I-A,3
塑性成形过程计算机仿真,2
非金属基复合材料,2
高分子材料成型技术,2
材料塑性加工新技术,2
塑性成形及数字化制造课程设计,2
职业发展（2）,1
材料加工过程质量控制和管理,2
明清小说研究,2
信息光子学,2
生物工程单元操作实验（2）,1
分子生物学实验,1
核材料分析技术,2
材料连接方法与设备,3
中文报刊阅读,2
反应工程原理,3
专业研讨课（5）,1
汉语写作（A类）（1）,2.0
材料连接结构及工程设计,2
汉语综合课（3）,6.0
汉语综合课（3）,6.0
汉语综合课（3）,6.0
汉语视听（1）,4.0
汉语视听（1）,4.0
西方文论,3
中国古代文论,3
药学前沿,2
药剂学,3
飞行控制,3
药理学实验,1
通信原理与实验,5
机械与动力综合实验I-A,3
机械与动力综合实验I-A,3
自动控制原理,2
市场营销,2
高分子科学导论,2
毕业论文绪论,1
生物医学传感器,2
生物医学图像处理(1),2
生物物理,2
航空航天实验I,2
微机原理实验,1
微机原理,3
现代天线理论与技术,2
反应堆数值计算及应用,2
智能系统设计与实践,2
图像检测技术基础（中英文）,2
专业实习（广播影视编导）,13
影视表演基础,2
全球导航卫星系统（双语）,2
现代控制理论（A类）,2
传感器原理,3
工业测控技术与系统,2
结构力学（D类）,3
医学图像信息课程设计,2
流场测量理论与技术,2
食品工艺学实验,3
建筑设备（1）,2
建筑设计及原理（3-1）,8
英语经典散文选读(1),2
英语经典散文选读(1),2
计算机系统工程,5
数字部件设计,4
食品分析,2
计算机视觉,3
工程实践与科技创新Ⅲ-B,2
工程实践与科技创新Ⅲ-B,2
工程实践与科技创新Ⅲ-C,2
影视制作实践:电视专题片,3
广告学理论与实务,3
电气系统综合实验,2
电气设备综合实验,2
信息系统分析与设计,3
电气传动综合实验,2
汉译英（1）,2
汉译英（1）,2
食品化学,2
食品物性学,2
食品生物技术,2
食品发酵,2
食品分析实验,1.5
土壤污染控制及修复工程,2
水文学与水文地质学,2
空气质量观测与模拟,2
计算机图形学,3
专业实习(工业工程),3
专业实习(机械动力类),3.0
专业实习（新能源科学与工程）,3
生物统计方法,3
现代汽车制造,3
企业项目管理,3
数据库技术,3.0
广义函数,2
数理统计,4
实变函数,4
景观设计（4）,6.0
现代结构实验技术,2
机械优化设计方法,3
轮机自动化,2.5
电磁场数值计算,2
船舶动力装置,3
工程流体力学（A类）,3
微机控制技术,2
工程流体力学（A类）,3
固体废物资源化技术,2
环境土壤学,2
综合英语（B类）（3）,2.0
口译（1）,2
口译（1）,2
西方思想经典选读,4
西方思想经典选读,4
商务英语写作,2
商务英语写作,2
当代英语小说,2
当代英语小说,2
碳资源循环学,2
环境工程技术经济造价管理,2
国际物流地理,2
环境评价,2
大气污染控制工程,3
植物嫁接理论与技术,1
数字媒体艺术设计（3）,4
电视文艺编导,3
电影市场学,3
电视主持艺术,2
机械动力学与振动学,3
机械动力学与振动学,3
海洋平台设计原理,2
数字信号处理,3
机械动力学与振动学,3
数字信号处理,3
海洋油气集输,2
数字信号处理,3
动物生产学,3
信息系统工程,3
设计院实习,25
场地设计,2
水处理工程,3
机械动力学与振动学,3
船舶与海洋工程结构设计课程设计,2
机械动力学与振动学,3
工程材料,3
机械动力学与振动学,3
工程材料,3
现代舰船设计概论,2
工程材料,3
机械动力学与振动学,3
动物微生物学,2
编译原理与技术,3
电气设备的绝缘检测与故障诊断,2
电磁兼容技术,2
电机设计,2
现代电气技术讲座,1
英语听说（2）,3
体育市场调查,3
管理心理学,3
宏观经济学,2
微观经济学,3
思想道德修养与法律基础,3.0
社会实习与实践,10
管理学原理（D类）,3
组织管理研究方法,2
社会学原理（A类）,3
运营管理,2
体育英语（实用口语）,3
国际贸易理论与政策,3
管理伦理,3
体育赛事统计与方法,3
体育训练（1）,1
体育训练（3）,1
体育1,3
社会实习与实践,6
系统模型、分析与控制(A类),4
军事理论与军训,6
初级法语语法（1）,6
宏观经济学,2
体育英语（实用口语）,3
学术前沿课程,2
微生物的世界,2
微生物的世界,2
微生物的世界,2
微生物的世界,2
欧洲中世纪城市研究,2.0
